"","id","name","gender","birthdate","birthplace","deathdate","deathplace","category","year","share","overallmotivation","motivation","affiliations","adjustedBirthdate","decadeFloor","decadeCeiling"
"306",142,"Georges Charpak","male","1924-08-01","Dabrovica Poland","2010-09-29","Paris France","Physics",1992,"1","","for his invention and development of particle detectors in particular the multiwire proportional chamber","École Supérieure de Physique et Chimie; Paris France; CERN; Geneva Switzerland",1924-08-01,1990,1999
"307",430,"Georges J.F. Köhler","male","1946-04-17","Munich Germany","1995-03-01","Freiburg im Breisgau Germany","Physiology or Medicine",1984,"1/3","","for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies","Basel Institute for Immunology; Basel Switzerland",1946-04-17,1980,1989
"308",517,"Georges Pire","male","1910-02-10","Dinant Belgium","1969-01-30","Leuven Belgium","Peace",1958,"1","","for his efforts to help refugees to leave their camps and return to a life of freedom and dignity","",1910-02-10,1950,1959
"309",398,"Gerald M. Edelman","male","1929-07-01","New York NY USA","2014-05-17","La Jolla CA USA","Physiology or Medicine",1972,"1/2","","for their discoveries concerning the chemical structure of antibodies","Rockefeller University; New York NY USA",1929-07-01,1970,1979
"310",697,"Gerard Debreu","male","1921-07-04","Calais France","2004-12-31","Paris France","Economic Sciences",1983,"1","","for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium","University of California; Berkeley CA USA",1921-07-04,1980,1989
"311",961,"Gérard Mourou","male","1944-06-22","Albertville France","","","Physics",2018,"1/4","for groundbreaking inventions in the field of laser physics","for their method of generating high-intensity ultra-short optical pulses","École Polytechnique; Palaiseau France; University of Michigan; Ann Arbor MI USA",1944-06-22,2010,2019
"312",158,"Gerardus 't Hooft","male","1946-07-05","Den Helder the Netherlands","","","Physics",1999,"1/2","","for elucidating the quantum structure of electroweak interactions in physics","Utrecht University; Utrecht the Netherlands",1946-07-05,1990,1999
"313",128,"Gerd Binnig","male","1947-07-20","Frankfurt-on-the-Main West Germany (now Germany)","","","Physics",1986,"1/4","","for their design of the scanning tunneling microscope","IBM Zurich Research Laboratory; Rüschlikon Switzerland",1947-07-20,1980,1989
"314",334,"Gerhard Domagk","male","1895-10-30","Lagow Germany (now Poland)","1964-04-24","Burgberg West Germany (now Germany)","Physiology or Medicine",1939,"1","","for the discovery of the antibacterial effects of prontosil","Munster University; Munster Germany",1895-10-30,1930,1939
"315",816,"Gerhard Ertl","male","1936-10-10","Bad Cannstatt Germany","","","Chemistry",2007,"1","","for his studies of chemical processes on solid surfaces","Fritz-Haber-Institut der Max-Planck-Gesellschaft; Berlin Germany",1936-10-10,2000,2009
"316",240,"Gerhard Herzberg","male","1904-12-25","Hamburg Germany","1999-03-03","Ottawa Canada","Chemistry",1971,"1","","for his contributions to the knowledge of electronic structure and geometry of molecules particularly free radicals","National Research Council of Canada; Ottawa Canada",1904-12-25,1970,1979
"317",582,"Gerhart Hauptmann","male","1862-11-15","Bad Salzbrunn Prussia (now Poland)","1946-06-06","Agnetendorf Germany (now Jagniatków Poland)","Literature",1912,"1","","primarily in recognition of his fruitful varied and outstanding production in the realm of dramatic art","",1862-11-15,1910,1919
"318",438,"Gertrude B. Elion","female","1918-01-23","New York NY USA","1999-02-21","Chapel Hill NC USA","Physiology or Medicine",1988,"1/3","","for their discoveries of important principles for drug treatment","Wellcome Research Laboratories; Research Triangle Park NC USA",1918-01-23,1980,1989
"319",344,"Gerty Cori","female","1896-08-15","Prague Austria-Hungary (now Czech Republic)","1957-10-26","St. Louis MO USA","Physiology or Medicine",1947,"1/4","","for their discovery of the course of the catalytic conversion of glycogen","Washington University; St. Louis MO USA",1896-08-15,1940,1949
"320",635,"Giorgos Seferis","male","1900-03-13","Smyrna Ottoman Empire (now Izmir Turkey)","1971-09-20","Athens Greece","Literature",1963,"1","","for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture","",1900-03-13,1960,1969
"321",576,"Giosuè Carducci","male","1835-07-27","Val di Castello Tuscany (now Italy)","1907-02-16","Bologna Italy","Literature",1906,"1","","not only in consideration of his deep learning and critical research but above all as a tribute to the creative energy freshness of style and lyrical force which characterize his poetic masterpieces","",1835-07-27,1900,1909
"322",229,"Giulio Natta","male","1903-02-26","Imperia Italy","1979-05-02","Bergamo Italy","Chemistry",1963,"1/2","","for their discoveries in the field of the chemistry and technology of high polymers","Institute of Technology; Milan Italy",1903-02-26,1960,1969
"323",213,"Glenn T. Seaborg","male","1912-04-19","Ishpeming MI USA","1999-02-25","Lafayette CA USA","Chemistry",1951,"1/2","","for their discoveries in the chemistry of the transuranium elements","University of California; Berkeley CA USA",1912-04-19,1950,1959
"324",418,"Godfrey N. Hounsfield","male","1919-08-28","Newark United Kingdom","2004-08-12","Kingston upon Thames United Kingdom","Physiology or Medicine",1979,"1/2","","for the development of computer assisted tomography","Central Research Laboratories EMI; London United Kingdom",1919-08-28,1970,1979
"325",810,"Grameen Bank","org","1976-00-00","Dhaka Bangladesh","","","Peace",2006,"1/2","","for their efforts to create economic and social development from below","",1976-01-01,2000,2009
"326",597,"Grazia Deledda","female","1871-09-27","Nuoro Sardinia Italy","1936-08-15","Rome Italy","Literature",1926,"1","","for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general","",1871-09-27,1920,1929
"327",972,"Gregg L. Semenza","male","1956-07-12","New York NY USA","","","Physiology or Medicine",2019,"1/3","","for their discoveries of how cells sense and adapt to oxygen availability","Johns Hopkins University; Baltimore MD USA",1956-07-12,2010,2019
"328",13,"Guglielmo Marconi","male","1874-04-25","Bologna Italy","1937-07-20","Rome Italy","Physics",1909,"1/2","","in recognition of their contributions to the development of wireless telegraphy","Marconi Wireless Telegraph Co. Ltd.; London United Kingdom",1874-04-25,1900,1909
"329",684,"Gunnar Myrdal","male","1898-12-06","Skattungbyn Sweden","1987-05-17","Stockholm Sweden","Economic Sciences",1974,"1/2","","for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic social and institutional phenomena","",1898-12-06,1970,1979
"330",461,"Günter Blobel","male","1936-05-21","Waltersdorf Germany (now Niegoslawice Poland)","2018-02-18","New York NY USA","Physiology or Medicine",1999,"1","","for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell","Rockefeller University; New York NY USA; Howard Hughes Medical Institute; N/A",1936-05-21,1990,1999
"331",676,"Günter Grass","male","1927-10-16","Danzig Free City of Danzig (now Gdansk Poland)","2015-04-13","Lübeck Germany","Literature",1999,"1","","whose frolicsome black fables portray the forgotten face of history","",1927-10-16,1990,1999
"332",17,"Gustaf Dalén","male","1869-11-30","Stenstorp Sweden","1937-12-09","Stockholm Sweden","Physics",1912,"1","","for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys","Swedish Gas-Accumulator Co.; Lidingö Stockholm Sweden",1869-11-30,1910,1919
"333",31,"Gustav Hertz","male","1887-07-22","Hamburg Germany","1975-10-30","Berlin East Germany (now Germany)","Physics",1925,"1/2","","for their discovery of the laws governing the impact of an electron upon an atom","Halle University; Halle Germany",1887-07-22,1920,1929
"334",491,"Gustav Stresemann","male","1878-05-10","Berlin Germany","1929-10-03","Berlin Germany","Peace",1926,"1/2","","for their crucial role in bringing about the Locarno Treaty","",1878-05-10,1920,1929
"335",777,"H. David Politzer","male","1949-08-31","New York NY USA","","","Physics",2004,"1/3","","for the discovery of asymptotic freedom in the theory of the strong interaction","California Institute of Technology (Caltech); Pasadena CA USA",1949-08-31,2000,2009
"336",389,"H. Gobind Khorana","male","1922-01-09","Raipur India","2011-11-09","Concord MA USA","Physiology or Medicine",1968,"1/3","","for their interpretation of the genetic code and its function in protein synthesis","University of Wisconsin; Madison WI USA",1922-01-09,1960,1969
"337",751,"H. Robert Horvitz","male","1947-05-08","Chicago IL USA","","","Physiology or Medicine",2002,"1/3","","for their discoveries concerning genetic regulation of organ development and programmed cell death'","Massachusetts Institute of Technology (MIT); Cambridge MA USA",1947-05-08,2000,2009
"338",626,"Halldór Laxness","male","1902-04-23","Reykjavik Iceland","1998-02-08","Reykjavik Iceland","Literature",1955,"1","","for his vivid epic power which has renewed the great narrative art of Iceland","",1902-04-23,1950,1959
"339",416,"Hamilton O. Smith","male","1931-08-23","New York NY USA","","","Physiology or Medicine",1978,"1/3","","for the discovery of restriction enzymes and their application to problems of molecular genetics","Johns Hopkins University School of Medicine; Baltimore MD USA",1931-08-23,1970,1979
"340",91,"Hannes Alfvén","male","1908-05-30","Norrköping Sweden","1995-04-02","Djursholm Sweden","Physics",1970,"1/2","","for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics","Royal Institute of Technology; Stockholm Sweden",1908-05-30,1970,1979
"341",88,"Hans Bethe","male","1906-07-02","Strasbourg Germany (now France)","2005-03-06","Ithaca NY USA","Physics",1967,"1","","for his contributions to the theory of nuclear reactions especially his discoveries concerning the energy production in stars","Cornell University; Ithaca NY USA",1906-07-02,1960,1969
"342",188,"Hans Fischer","male","1881-07-27","Hoechst Germany","1945-03-31","Munich Germany","Chemistry",1930,"1","","for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin","Technische Hochschule (Institute of Technology); Munich Germany",1881-07-27,1930,1939
"343",136,"Hans G. Dehmelt","male","1922-09-09","Görlitz Prussia (now Germany)","2017-03-07","Seattle WA USA","Physics",1989,"1/4","","for the development of the ion trap technique","University of Washington; Seattle WA USA",1922-09-09,1980,1989
"344",354,"Hans Krebs","male","1900-08-25","Hildesheim Germany","1981-11-22","Oxford United Kingdom","Physiology or Medicine",1953,"1/2","","for his discovery of the citric acid cycle","Sheffield University; Sheffield United Kingdom",1900-08-25,1950,1959
"345",329,"Hans Spemann","male","1869-06-27","Stuttgart Württemberg (now Germany)","1941-09-12","Freiburg im Breisgau Germany","Physiology or Medicine",1935,"1","","for his discovery of the organizer effect in embryonic development","University of Freiburg im Breisgau; Breisgau Germany",1869-06-27,1930,1939
"346",187,"Hans von Euler-Chelpin","male","1873-02-15","Augsburg Germany","1964-11-06","Stockholm Sweden","Chemistry",1929,"1/2","","for their investigations on the fermentation of sugar and fermentative enzymes","Stockholm University; Stockholm Sweden",1873-02-15,1920,1929
"347",823,"Harald zur Hausen","male","1936-03-11","Gelsenkirchen Germany","","","Physiology or Medicine",2008,"1/2","","for his discovery of human papilloma viruses causing cervical cancer","German Cancer Research Center; Heidelberg Germany",1936-03-11,2000,2009
